url,status
https://slimvps-1048613-17600.host4g.ru/12e6ac8a29.php,Error: HTTPSConnectionPool(host='slimvps-1048613-17600.host4g.ru', port=443): Max retries exceeded with url: /12e6ac8a29.php (Caused by SSLError(SSLCertVerificationError(1, "[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'slimvps-1048613-17600.host4g.ru'. (_ssl.c:1129)")))
https://radio.rebeldiafm.com.br/918bf423c4.php,Failed (Status code: 406)
http://lenina.picom.su/88dfbefd45.php,Failed (Status code: 403)
http://landystore.co.uk/wp-content/plugins/wp-automatic/93302bc395.php,Failed (Status code: 404)
https://fortb2b.com.ua/95bbf38022.php,Failed (Status code: 403)
https://prime.nextype-demo.ru/assets/images/696e0f3636.php,Error: HTTPSConnectionPool(host='prime.nextype-demo.ru', port=443): Max retries exceeded with url: /assets/images/696e0f3636.php (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1129)')))
https://alpha.nextype-demo.ru/assets/images/cd6d518452.php,Error: HTTPSConnectionPool(host='alpha.nextype-demo.ru', port=443): Max retries exceeded with url: /assets/images/cd6d518452.php (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1129)')))
http://prom-okna.ru/assets/images/32942e43b1.php,Failed (Status code: 404)
https://corporate.nextype-demo.ru/assets/images/879ca013e2.php,Error: HTTPSConnectionPool(host='corporate.nextype-demo.ru', port=443): Max retries exceeded with url: /assets/images/879ca013e2.php (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1129)')))
http://tefl2go.com/bitrix/admin/c0e35f2d14.php,Success
https://fortpolis.com.ua/bb2b92445a.php,Failed (Status code: 403)
http://websattva.ru/5653a3c146.php,Failed (Status code: 404)
https://desksight.ai/e1a929b1a2.php,Failed (Status code: 404)
https://tambov.smsint.ru/assets/images/aa5a7e5fa8.php,Failed (Status code: 404)
https://cheboksary.smsint.ru/assets/images/ae6f0f260d.php,Failed (Status code: 404)
https://intra.in.ua/170a457321.php,Failed (Status code: 403)
http://vks-mos.ru/bitrix/admin/cb86d27b27.php,Success
https://enterno.ru:443/assets/images/ebc0be07cc.php,Failed (Status code: 404)
https://hanty-mansiysk.smsint.ru/assets/images/db8bdb4a25.php,Failed (Status code: 404)
http://mooobility.com/assets/images/907d7d6791.php,Success
https://audioescort.ru:443/542ec7f9b4.php,Failed (Status code: 404)
http://kln-s.ru/assets/images/54cfffafef.php,Failed (Status code: 404)
https://himplast.spb.ru:443/assets/images/277a9f1ebf.php,Failed (Status code: 404)
http://api.originalworks.ru/assets/images/d75aaa9e40.php,Failed (Status code: 404)
http://thefreshvibe.com/wp-content/plugins/wp-automatic/63a0676a4f.php,Failed (Status code: 404)
https://texsar.net/bitrix/admin/38183abb3d.php,Success
https://salekhard.smsint.ru/assets/images/4bbf293c62.php,Failed (Status code: 404)
https://chita.smsint.ru/assets/images/dcd8c16427.php,Failed (Status code: 404)
https://rosplast.su:443/assets/images/4367fabb60.php,Failed (Status code: 404)
https://www.club-tobacco.ru/assets/images/8b32e2a1fe.php,Success
http://digital-athletics.ru/assets/images/c828911ff6.php,Failed (Status code: 404)
https://www.uaa.org.ua/86abe33975.php,Failed (Status code: 403)
